site,Id,position,profile_variant,measurement_construct,interdaily_stability,intradaily_variability,valid_minutes,expected_minutes,valid_hours,is_wall_hours,is_folded_hours,is_clock_hours,adjacent_pairs,adjacent_pair_days,days,is_estimable,iv_estimable,estimable,is_failure_reason,iv_failure_reason
UCR,UCR_S021,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.19418662647981294,1.1724569659881392,8544,8640,144,144,0,24,143,6,6,TRUE,TRUE,TRUE,,
UCR,UCR_S022,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.2870657758103956,2.0181767880179,7711,8640,127,127,0,24,118,6,6,TRUE,TRUE,TRUE,,
UCR,UCR_S023,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.24558276575403348,0.868011496398996,8495,8640,144,144,0,24,143,6,6,TRUE,TRUE,TRUE,,
UCR,UCR_S025,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.162146107895773,0.48692812797111146,8183,8640,137,137,0,24,131,6,6,TRUE,TRUE,TRUE,,
UCR,UCR_S026,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.288462391066475,1.2547400865563498,8440,8640,143,143,0,24,141,6,6,TRUE,TRUE,TRUE,,
UCR,UCR_S027,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.291289157214972,1.4313722134668092,8437,8640,142,142,0,24,140,6,6,TRUE,TRUE,TRUE,,
UCR,UCR_S028,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.31981068387129025,0.8661553157868722,8544,8640,143,143,0,24,141,6,6,TRUE,TRUE,TRUE,,
UCR,UCR_S029,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.3211371070716872,0.8785057351854259,8110,8640,136,136,0,24,132,6,6,TRUE,TRUE,TRUE,,
UCR,UCR_S030,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.487943285369358,0.7341955901116116,8319,8640,140,140,0,24,136,6,6,TRUE,TRUE,TRUE,,
UCR,UCR_S031,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.3542727469844336,1.036548182824157,8452,8640,143,143,0,24,141,6,6,TRUE,TRUE,TRUE,,
UCR,UCR_S032,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.24006379498858554,1.7510459336046862,8258,8640,139,139,0,24,134,6,6,TRUE,TRUE,TRUE,,
UCR,UCR_S033,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.27724004690886017,1.6358929236802433,8544,8640,144,144,0,24,143,6,6,TRUE,TRUE,TRUE,,
UCR,UCR_S034,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.50130376015292,0.7932897436060983,8268,8640,139,139,0,24,136,6,6,TRUE,TRUE,TRUE,,
UCR,UCR_S035,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.36639324290481956,1.3454860893856544,8521,8640,144,144,0,24,143,6,6,TRUE,TRUE,TRUE,,
UCR,UCR_S036,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.3409762497039001,0.9319068819726193,6834,7200,116,116,0,24,113,5,5,TRUE,TRUE,TRUE,,
UCR,UCR_S037,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.3300862095270554,0.7037033415505001,8113,8640,136,136,0,24,131,6,6,TRUE,TRUE,TRUE,,
UCR,UCR_S038,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.3083788457840137,1.1589626191653744,8445,8640,142,142,0,24,140,6,6,TRUE,TRUE,TRUE,,
UCR,UCR_S039,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.3699155082097357,1.0179858896846496,8175,8640,136,136,0,24,131,6,6,TRUE,TRUE,TRUE,,
UCR,UCR_S040,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.33876979105764,1.0934800580797188,8186,8640,137,137,0,24,133,6,6,TRUE,TRUE,TRUE,,
